manufacturer,name,year,title,isBase,pp,power,powerRpm,torque,torqueRpm,weight,weightBalanceFront,weightBalanceRear,hasWideBody,swappedEngineModel,gtAutoFront,gtAutoSide,gtAutoRear,gtAutoWing,tyresFront,tyresRear,suspensionType,susBodyHeightFront,susBodyHeightRear,susAntiRollBarFront,susAntiRollBarRear,susDampingCompFront,susDampingCompRear,susDampingExpFront,susDampingExpRear,susNaturalFreqFront,susNaturalFreqRear,susCamberFront,susCamberRear,susToeFront,susToeRear,diffType,diffInitTorqueFront,diffInitTorqueRear,diffAccelSensFront,diffAccelSensRear,diffBrakeSensFront,diffBrakeSensRear,diffTorqueVectoring,diffTorqueFront,diffTorqueRear,aeroDownforceFront,aeroDownforceRear,ecuType,ecuOutput,powerRestrictor,ballastWeight,ballastPosition,transmissionType,transTopSpeedAuto,transFinalGear,transGearRatios,nitro,nitroOutput,turboType,antiLagType,intercoolerType,superchargerType,airCleanerType,silencerType,exhaustManifoldType,brakeSystemType,brakePadsType,handbrakeType,handbrakeTorque,brakeBalanceType,brakeBalance,steeringAngleKit,fourWheelSteeringType,rearSteeringAngle,clutchFlywheelType,propellerShaftType,engineBoreUp,engineStrokeUp,engineBalanceTuning,enginePolishPorts,engineHighLiftCamshaft,engineTitaniumRods,engineRacingCrank,engineHighCompPistons,weightReductionStage,isBodyRigidity
McLaren,Ultimate VGT (Gr.1),2017,McLaren Ultimate VGT (Gr.1) 2017 basic setup,TRUE,876,813,8000,67.5,5000,900,42,58,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
McLaren,650S GT3,2015,McLaren 650S GT3 2015 basic setup,TRUE,725.53,536,7500,56.5,4500,1240,44,56,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,4,3.4,3.5,3.5,-0.1,0.25,FULLY_CUSTOMISABLE,0,15,0,20,0,40,NONE,0,100,375,625,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.45,"2.472, 1.865, 1.530, 1.309, 1.127, 0.953",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
McLaren,McLaren F1 GTR - BMW,1995,McLaren McLaren F1 GTR - BMW 1995 basic setup,TRUE,740.81,600,7500,66.4,6000,1050,44,56,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
McLaren,650S Gr.4,2014,McLaren 650S Gr.4 2014 basic setup,TRUE,634.86,399,7500,43.1,6000,1300,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,80,5,5,25,25,45,45,3,3,3.5,3.5,-0.1,0.3,FULLY_CUSTOMISABLE,0,15,0,20,0,40,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.3,"3.585, 2.734, 2.201, 1.820, 1.546, 1.329, 1.170",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Mercedes-Benz,Sauber Mercedes C9,1989,Mercedes-Benz Sauber Mercedes C9 1989 basic setup,TRUE,852.41,710,7000,82.6,3500,893,44,56,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Mercedes-Benz,CLK-LM,1998,Mercedes-Benz CLK-LM 1998 basic setup,TRUE,795.73,599,8500,55,7000,940,49,51,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Mitsubishi,Lancer Evolution Final Edition Gr.3,2015,Mitsubishi Lancer Evolution Final Edition Gr.3 2015 basic setup,TRUE,729.27,610,7000,66.6,5000,1290,54,46,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Mitsubishi,Lancer Evolution Final Edition Gr.4,2015,Mitsubishi Lancer Evolution Final Edition Gr.4 2015 basic setup,TRUE,625.15,389,7000,47.2,4000,1330,60,40,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,65,80,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.2,FULLY_CUSTOMISABLE,5,10,20,30,10,20,NORMAL,30,70,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,4.687,"2.528, 1.557, 1.129, 0.847, 0.648",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R LM NISMO,2015,Nissan GT-R LM NISMO 2015 basic setup,TRUE,876.71,604,5400,95.5,4500,880,65,35,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NORMAL,0,0,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,R92CP,1992,Nissan R92CP 1992 basic setup,TRUE,847.32,788,7600,80,5500,900,45,55,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,70,85,5,5,25,25,45,45,4,4,3,1.5,-0.1,0.35,FULLY_CUSTOMISABLE,0,10,0,20,0,30,NONE,0,100,750,1500,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.5,"2.625, 1.714, 1.248, 0.988, 0.813",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R GT500,2008,Nissan GT-R GT500 2008 basic setup,TRUE,810.34,527,7000,56.1,4500,1100,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R NISMO GT500,2016,Nissan GT-R NISMO GT500 2016 basic setup,TRUE,864.44,612,8100,60,4500,1020,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,50,60,5,5,25,25,45,45,4.2,3.8,2.5,2,-0.1,0.25,FULLY_CUSTOMISABLE,0,10,0,30,0,20,NONE,0,100,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,4.43,"2.286, 1.750, 1.421, 1.200, 1.050, 0.923",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R NISMO GT3,2013,Nissan GT-R NISMO GT3 2013 basic setup,TRUE,712.14,591,6500,70,3500,1300,55,45,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R NISMO GT3,2018,Nissan GT-R NISMO GT3 2018 basic setup,TRUE,731.09,576,6500,67.5,3500,1285,53,47,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,Skyline Silhouette Group 5,1984,Nissan Skyline Silhouette Group 5 1984 basic setup,TRUE,698.48,561,7500,55,6500,1005,52,48,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R GT500,1999,Nissan GT-R GT500 1999 basic setup,TRUE,703.18,498,5800,72,4500,1200,55,45,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,GT-R Gr.4,2017,Nissan GT-R Gr.4 2017 basic setup,TRUE,642.62,428,6500,51,3800,1450,54,46,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,75,80,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.2,FULLY_CUSTOMISABLE,5,10,20,30,10,20,NORMAL,30,70,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.7,"3.170, 2.175, 1.606, 1.242, 0.996, 0.835",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Nissan,Silvia spec-R Aero (S15) Touring Car,2002,Nissan Silvia spec-R Aero (S15) Touring Car 2002 basic setup,TRUE,640.61,355,7200,35.8,7200,1000,55,45,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.25,FULLY_CUSTOMISABLE,0,10,0,30,0,20,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,9X8,2025,Peugeot 9X8 2025 basic setup,TRUE,855.34,670,8200,68.6,6600,1030,49,51,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,70,90,5,5,25,25,45,45,4,4,2.5,2,-0.1,0.35,FULLY_CUSTOMISABLE,5,10,20,30,10,20,NORMAL,0,0,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.05,"2.750, 2.340, 1.900, 1.610, 1.380, 1.200, 1.070",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,L750R Hybrid VGT,2017,Peugeot L750R Hybrid VGT 2017 basic setup,TRUE,876.88,693,6000,89.5,2500,825,50,50,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NORMAL,0,0,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,908 HDi FAP - Team Peugeot Total,2010,Peugeot 908 HDi FAP - Team Peugeot Total 2010 basic setup,TRUE,887.54,700,6000,122.4,3500,930,45,55,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,RCZ Gr.3,2015,Peugeot RCZ Gr.3 2015 basic setup,TRUE,710.5,520,7500,56,3500,1200,44,56,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,4.2,3.6,3.5,3.5,-0.1,0.25,FULLY_CUSTOMISABLE,0,15,0,20,0,40,NONE,0,100,375,625,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,4.533,"2.086, 1.582, 1.272, 1.052, 0.878, 0.748",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,VGT (Gr.3),2015,Peugeot VGT (Gr.3) 2015 basic setup,TRUE,714.61,542,7800,56.5,6500,1250,48,52,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Peugeot,RCZ Gr.4,2015,Peugeot RCZ Gr.4 2015 basic setup,TRUE,621.36,345,7000,40,3000,1225,62,38,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,2,-0.15,0,FULLY_CUSTOMISABLE,10,0,30,0,10,0,NONE,100,0,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,963,2024,Porsche 963 2024 basic setup,TRUE,864.68,670,8200,68.5,6200,1030,47,53,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,60,77,5,5,25,25,45,45,4,4,3,2,-0.1,0.35,FULLY_CUSTOMISABLE,0,10,0,25,0,25,NONE,0,100,750,1000,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.214,"2.571, 2.063, 1.688, 1.421, 1.238, 1.105, 1.000",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,919 Hybrid,2016,Porsche 919 Hybrid 2016 basic setup,TRUE,871.17,499,7500,52.8,4000,875,48,52,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NORMAL,0,0,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,962 C,1988,Porsche 962 C 1988 basic setup,TRUE,845.47,690,8000,72.4,5000,850,41,59,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RM,RM,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,4,4,,,,,FULLY_CUSTOMISABLE,,,,,,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,911 RSR (991),2017,Porsche 911 RSR (991) 2017 basic setup,TRUE,720.74,507,8100,49.6,6000,1243,46,54,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,4.2,3.6,3.5,3.5,-0.1,0.25,FULLY_CUSTOMISABLE,0,10,0,30,0,30,NONE,0,100,400,600,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.8,"2.556, 1.983, 1.602, 1.359, 1.172, 1.005",NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,911 GT3 R (992),2022,Porsche 911 GT3 R (992) 2022 basic setup,TRUE,735.54,557,9000,51,7500,1250,43,57,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Porsche,Cayman GT4 Clubsport,2016,Porsche Cayman GT4 Clubsport 2016 basic setup,TRUE,643.52,379,7500,42.8,5000,1300,46,54,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,3.5,-0.1,0.3,FULLY_CUSTOMISABLE,0,15,0,20,0,40,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Renault Sport,R.S.01 GT3,2016,Renault Sport R.S.01 GT3 2016 basic setup,TRUE,721.91,534,6700,63.8,5000,1220,44,56,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Renault Sport,Sport Mégane Gr.4,2011,Renault Sport Sport Mégane Gr.4 2011 basic setup,TRUE,642.45,350,6500,46.1,4000,1100,65,35,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,2,-0.15,0,FULLY_CUSTOMISABLE,10,0,30,0,10,0,NONE,100,0,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Renault Sport,Sport Mégane Trophy,2011,Renault Sport Sport Mégane Trophy 2011 basic setup,TRUE,656.18,359,7500,39.7,5000,955,48,52,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,,,5,5,25,25,45,45,3,3,3.5,3.5,-0.1,0.3,FULLY_CUSTOMISABLE,0,15,0,20,0,40,NONE,0,100,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NONE,OFF,NONE,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Subaru,WRX Gr.3,2014,Subaru WRX Gr.3 2014 basic setup,TRUE,727.65,591,7500,63.1,4500,1280,55,45,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Subaru,BRZ GT300,2021,Subaru BRZ GT300 2021 basic setup,TRUE,730.7,478,6700,67.7,4500,1150,51,49,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,60,70,5,5,25,25,45,45,,,,,,,FULLY_CUSTOMISABLE,0,,0,,0,,NONE,0,100,,,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,,,NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
Subaru,WRX Gr.4,2017,Subaru WRX Gr.4 2017 basic setup,TRUE,626.5,377,7000,49,3500,1320,60,40,FALSE,,STANDARD,STANDARD,STANDARD,STANDARD,RH,RH,FULLY_CUSTOMISABLE,90,100,5,5,25,25,45,45,3,3,3.5,3,-0.1,0.2,FULLY_CUSTOMISABLE,5,10,20,30,10,20,NORMAL,30,70,200,300,FULLY_CUSTOMISABLE,100,100,0,0,NORMAL,0,3.9,"3.210, 2.203, 1.626, 1.257, 1.018, 0.834",NONE,0,NORMAL,OFF,NORMAL,NONE,NONE,RACING,NONE,RACING_SLOTTED,NORMAL,NORMAL,0,CONTROLLER,0,NORMAL,NONE,0,NORMAL,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0,FALSE
